name,summary,pattern
dynamic/Cirq/test_arithmetic_unlisted_misc_gates,test_arithmetic_unlisted_misc_gates: implementation of the Quantum Arithmetic pattern.,Quantum Arithmetic
dynamic/Cirq/test_assert_act_on_clifford_tableau_effect_matches_unitary,test_assert_act_on_clifford_tableau_effect_matches_unitary: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_bad_arithmetic,test_bad_arithmetic: implementation of the Quantum Arithmetic pattern.,Quantum Arithmetic
dynamic/Cirq/test_clifford_gate_from_tableau,test_clifford_gate_from_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_clifford_tableau,test_clifford_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_cx_act_on_tableau,test_cx_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_cz_act_on_equivalent_to_h_cx_h_tableau,test_cz_act_on_equivalent_to_h_cx_h_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_cz_act_on_tableau,test_cz_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_dynamic_single_qubit_rotations,test_dynamic_single_qubit_rotations: implementation of the Dynamic Circuit pattern.,Dynamic Circuit
dynamic/Cirq/test_dynamical_decoupling_is_applied,test_dynamical_decoupling_is_applied: implementation of the Dynamic Circuit pattern.,Dynamic Circuit
dynamic/Cirq/test_from_xz_to_clifford_tableau,test_from_xz_to_clifford_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_gate_act_on_tableau,test_gate_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_get_logical_acquaintance_opportunities,test_get_logical_acquaintance_opportunities: implementation of the Quantum Logical Operators pattern.,Quantum Logical Operators
dynamic/Cirq/test_get_logical_operations,test_get_logical_operations: implementation of the Quantum Logical Operators pattern.,Quantum Logical Operators
dynamic/Cirq/test_initialization_reproducible_between_runs,test_initialization_reproducible_between_runs: implementation of the Initialization pattern.,Initialization
dynamic/Cirq/test_initialization_reproducible_with_seed,test_initialization_reproducible_with_seed: implementation of the Initialization pattern.,Initialization
dynamic/Cirq/test_initialization_with_no_seed,test_initialization_with_no_seed: implementation of the Initialization pattern.,Initialization
dynamic/Cirq/test_modular_arithmetic_modulus_size,test_modular_arithmetic_modulus_size: implementation of the Quantum Arithmetic pattern.,Quantum Arithmetic
dynamic/Cirq/test_no_constants_table,test_no_constants_table: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_pad_tableau,test_pad_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_pad_tableau_bad_input,test_pad_tableau_bad_input: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_prob_encoding,test_prob_encoding: implementation of the Data Encoding pattern.,Data Encoding
dynamic/Cirq/test_serialize_deserialize_circuit_with_constants_table,test_serialize_deserialize_circuit_with_constants_table: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_tableau_initial_state_string,test_tableau_initial_state_string: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_tableau_invalid_initial_state,test_tableau_invalid_initial_state: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_tableau_matmul,test_tableau_matmul: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_tableau_then,test_tableau_then: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_tableau_then_with_bad_input,test_tableau_then_with_bad_input: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_to_clifford_tableau_util_function,test_to_clifford_tableau_util_function: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_validate_tableau,test_validate_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_x_act_on_tableau,test_x_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_y_act_on_tableau,test_y_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_z_h_act_on_tableau,test_z_h_act_on_tableau: implementation of the Function Table pattern.,Function Table
dynamic/Cirq/test_zztheta_qaoa_like,test_zztheta_qaoa_like: implementation of the Quantum Approximate Optimization Algorithm (QAOA) pattern.,Quantum Approximate Optimization Algorithm (QAOA)
dynamic/Cirq/two_qubit_matrix_to_sycamore_operations,two_qubit_matrix_to_sycamore_operations: implementation of the Circuit Construction Utility pattern.,Circuit Construction Utility
dynamic/Cirq/xeb_fidelity,xeb_fidelity: implementation of the SWAP Test pattern.,SWAP Test
