file_path;concept_name;pattern;match_type;matched_text;similarity_score;first_line
Cirq/docs/experiments/fourier_checking.py;/dynamic/qiskit-optimization/oracle;Oracle;name;oracle;1.0000;566
Cirq/docs/experiments/fourier_checking.py;/dynamic/qml/Oracle;Oracle;name;oracle;1.0000;566
Cirq/docs/experiments/fourier_checking.py;/dynamic/qml/oracle;Oracle;name;oracle;1.0000;566
Cirq/docs/experiments/fourier_checking.py;/qiskit/qiskit.circuit.library.fourier_checking.FourierChecking;Circuit Construction Utility;name;fourier_checking_algorithm;0.8893;575
Cirq/docs/experiments/hidden_linear_function.py;/qiskit/qiskit.circuit.library.hidden_linear_function.HiddenLinearFunction;Oracle;name;HiddenLinearFunctionProblem;0.9358;254
Cirq/docs/experiments/quantum_walks.py;/dynamic/qiskit-optimization/create_initial_state;Initialization;name;initial_state;0.8860;456
Cirq/docs/experiments/shor.py;/pennylane/pennylane.templates.subroutines.arithmetic.adder.Adder;Quantum Arithmetic;name;Adder;1.0000;253
Cirq/docs/experiments/shor.py;/qiskit/qiskit.circuit.library.arithmetic.adders.adder.Adder;Quantum Arithmetic;name;Adder;1.0000;253
Cirq/docs/experiments/shor.py;/classiq/open_library.functions.modular_exponentiation.modular_exp;Quantum Arithmetic;name;ModularExp;1.0000;454
Cirq/docs/experiments/shor.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/dynamic/Qrisp/QFT;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/dynamic/amazon-braket-algorithm-library/qft;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/dynamic/qadence/qft;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/dynamic/qibo/QFT;Basis Change;name;qft;1.0000;460
Cirq/docs/experiments/shor.py;/dynamic/pyquil/Pow;Quantum Arithmetic;name;pow;1.0000;624
Cirq/docs/experiments/textbook_algorithms.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/Qrisp/QFT;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/amazon-braket-algorithm-library/qft;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/qadence/qft;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/qibo/QFT;Basis Change;name;qft;1.0000;270
Cirq/docs/experiments/textbook_algorithms.py;/qiskit/qiskit.circuit.library.phase_estimation.PhaseEstimation;Quantum Phase Estimation (QPE);name;phase_estimation;1.0000;618
Cirq/docs/experiments/textbook_algorithms.py;/qiskit-algorithms/qiskit_algorithms.phase_estimators.phase_estimation.PhaseEstimation;Quantum Phase Estimation (QPE);name;phase_estimation;1.0000;618
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/amazon-braket-algorithm-library/build_oracle;Oracle;name;make_oracle;0.9077;737
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/catalyst/grover_loops;Grover;name;grover_iteration;0.8836;740
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/qibo/iterative_grover;Grover;name;grover_iteration;0.8946;740
Cirq/docs/experiments/textbook_algorithms.py;/dynamic/qml/num_grover_iterations;Grover;name;grover_iteration;0.8818;740
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.adapt_vqe.AdaptVQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.8081;0
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.sampling_vqe.SamplingVQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.8081;0
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.minimum_eigensolvers.vqe.VQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.8348;0
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.time_evolvers.pvqd.pvqd.PVQD;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7670;0
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.time_evolvers.variational.var_qite.VarQITE;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7840;0
Cirq/docs/experiments/variational_algorithm.py;/qiskit-algorithms/qiskit_algorithms.time_evolvers.variational.var_qrte.VarQRTE;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8285;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/ReCirq/get_variational_energy;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8565;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/Tangelo/VariationalCircuitAnsatz;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8594;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/Tangelo/fix_variational_parameters;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8746;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/Tangelo/is_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8714;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/amazon-braket-algorithm-library/imag_time_propogator_qaee;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7875;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/blueqatSDK/Vqe;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7638;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/blueqatSDK/VqeResult;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7609;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/client-superstaq/random_clifford;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7948;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/graphix/rand_gate;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7666;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/jarvis/run_vqd;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8376;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/jarvis/run_vqe;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7637;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/merlin/NKernelAlignment;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8108;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/predictor/Predictor;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8000;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/pyquil/AbstractQuantumSimulator;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8175;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qadence/VariationalParameter;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8730;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qadence/get_variational_parametric_node_attr;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8270;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qadence/set_as_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8348;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qibo/VQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7638;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qibo/parameter_shift;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8442;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qibo/qPDF;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8351;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-nature/ansatz;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8293;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-nature/num_qubits;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7927;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/Eigensolver;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8377;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/MinimumEigensolver;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7665;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/MinimumEigensolverResult;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7680;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/SamplingMinimumEigensolver;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7863;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/SamplingMinimumEigensolverResult;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7850;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/SamplingVQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7676;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/SamplingVQEResult;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7712;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/VQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7638;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/VQEResult;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7609;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/VariationalAlgorithm;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8626;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/VariationalResult;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8764;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/eigenvalue;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7706;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qiskit-optimization/relaxed_result;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7836;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/RY_layer;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7969;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/VQE_run;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7645;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/circuit_evals_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8052;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/expval_A_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8674;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/ground_state_solution_map_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8396;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/groundstate_expval_variational;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8566;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/qcircuit;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8114;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/quantum_model;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8461;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/quantum_net;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8177;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/variational_block;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8355;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qml/variational_classifier;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8138;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/quimb/circ_ansatz_1D_rand;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8396;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/squlearn/KernelOptimizer;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8217;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/squlearn/num_variational_layers;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8311;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/squlearn/set_quantum_kernel;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8224;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/squlearn/variational_arrangement;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8311;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/squlearn/variational_gate_block;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7906;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/tensorcircuit/gatewise_vqe_vag;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7653;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/tensorcircuit-ng/gatewise_vqe_vag;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7653;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/tensorcircuit-ng/qng;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8194;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/tensorflow-quantum/Differentiator;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.7984;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/tensorflow-quantum/NoisyPQC;Variational Quantum Algorithm (VQA);title;Quantum variational algorithm;0.8094;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/torchquantum/VQE;Variational Quantum Eigensolver (VQE);title;Quantum variational algorithm;0.7638;0
Cirq/docs/experiments/variational_algorithm.py;/dynamic/qBraid/ZPowGate;Quantum Arithmetic;name;ZPowGate;1.0000;205
Cirq/docs/hardware/devices.py;/dynamic/tensorcircuit-ng/any;Circuit Construction Utility;name;any;1.0000;198
Cirq/docs/hardware/pasqal/getting_started.py;/qiskit/qiskit.circuit.library.data_preparation.state_preparation.StatePreparation;Circuit Construction Utility;name;state_preparation;1.0000;225
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/ProjectQ/StatePreparation;Circuit Construction Utility;name;state_preparation;1.0000;225
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/catalyst/oracle;Oracle;name;oracle;1.0000;226
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/qiskit-optimization/oracle;Oracle;name;oracle;1.0000;226
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/qml/Oracle;Oracle;name;oracle;1.0000;226
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/qml/oracle;Oracle;name;oracle;1.0000;226
Cirq/docs/hardware/pasqal/getting_started.py;/classiq/open_library.functions.grover.grover_operator;Amplitude Amplification;name;grover_operator;1.0000;227
Cirq/docs/hardware/pasqal/getting_started.py;/pennylane/pennylane.templates.subroutines.grover.GroverOperator;Grover;name;grover_operator;1.0000;227
Cirq/docs/hardware/pasqal/getting_started.py;/qiskit/qiskit.circuit.library.grover_operator.GroverOperator;Grover;name;grover_operator;1.0000;227
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/Qrisp/grover_operator;Grover;name;grover_operator;1.0000;227
Cirq/docs/hardware/pasqal/getting_started.py;/dynamic/qiskit-optimization/grover_operator;Grover;name;grover_operator;1.0000;227
Cirq/docs/hardware/qubit_picking.py;/dynamic/Cirq/SingleQubitGate;Circuit Construction Utility;name;single_qubit_gates;0.9360;85
Cirq/docs/hardware/qubit_picking.py;/dynamic/blueqatSDK/OneQubitGate;Circuit Construction Utility;name;single_qubit_gates;0.9184;85
Cirq/docs/hardware/qubit_picking.py;/dynamic/Cirq/TwoQubitGate;Circuit Construction Utility;name;two_qubit_gates;0.9562;107
Cirq/docs/hardware/qubit_picking.py;/dynamic/blueqatSDK/TwoQubitGate;Circuit Construction Utility;name;two_qubit_gates;0.9562;107
Cirq/docs/noise/qcvv/parallel_xeb.py;/dynamic/Cirq/xeb_fidelity;SWAP Test;name;xeb_fidelity;1.0000;94
Cirq/docs/noise/representing_noise.py;/dynamic/Cirq/OpIdentifier;Quantum Logical Operators;name;OpIdentifier;1.0000;307
Cirq/docs/noise/representing_noise.py;/dynamic/ProjectQ/FlipBits;Circuit Construction Utility;name;bit_flip;0.9241;308
Cirq/docs/simulate/noisy_simulation.py;/dynamic/ProjectQ/FlipBits;Circuit Construction Utility;name;bit_flip;0.9241;82
Cirq/docs/simulate/noisy_simulation.py;/dynamic/qiskit-nature/num_qubits;Variational Quantum Algorithm (VQA);name;num_qubits;1.0000;102
Cirq/docs/simulate/noisy_simulation.py;/dynamic/discopy/Controlled;Circuit Construction Utility;name;controlled;1.0000;118
Cirq/docs/simulate/noisy_simulation.py;/dynamic/amazon-braket-algorithm-library/random_circuit;Circuit Construction Utility;name;random_circuit;1.0000;427
Cirq/docs/simulate/noisy_simulation.py;/dynamic/qml/rand_circuit;Circuit Construction Utility;name;random_circuit;0.8845;427
Cirq/docs/simulate/noisy_simulation.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/dynamic/Qrisp/QFT;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/dynamic/amazon-braket-algorithm-library/qft;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/dynamic/qadence/qft;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/noisy_simulation.py;/dynamic/qibo/QFT;Basis Change;name;qft;1.0000;504
Cirq/docs/simulate/params.py;/dynamic/qBraid/ZPowGate;Quantum Arithmetic;name;ZPowGate;1.0000;89
Cirq/docs/simulate/qvm_stabilizer_example.py;/dynamic/qclib/decompose;Circuit Construction Utility;name;decompose;1.0000;384
Cirq/docs/simulate/qvm_stabilizer_example.py;/dynamic/qibo/decompose;Circuit Construction Utility;name;decompose;1.0000;384
Cirq/docs/start/basics.py;/dynamic/qclib/decompose;Circuit Construction Utility;name;decompose;1.0000;385
Cirq/docs/start/basics.py;/dynamic/qibo/decompose;Circuit Construction Utility;name;decompose;1.0000;385
Cirq/docs/start/intro.py;/dynamic/qclib/decompose;Circuit Construction Utility;name;decompose;1.0000;1196
Cirq/docs/start/intro.py;/dynamic/qibo/decompose;Circuit Construction Utility;name;decompose;1.0000;1196
Cirq/docs/start/intro.py;/dynamic/amazon-braket-algorithm-library/random_circuit;Circuit Construction Utility;name;random_circuit;1.0000;1776
Cirq/docs/start/intro.py;/dynamic/qml/rand_circuit;Circuit Construction Utility;name;random_circuit;0.8845;1776
Cirq/docs/transform/custom_transformers.py;/dynamic/qiskit-nature/num_qubits;Variational Quantum Algorithm (VQA);name;num_qubits;1.0000;265
Cirq/docs/transform/custom_transformers.py;/dynamic/amazon-braket-algorithm-library/random_circuit;Circuit Construction Utility;name;random_circuit;1.0000;281
Cirq/docs/transform/custom_transformers.py;/dynamic/qml/rand_circuit;Circuit Construction Utility;name;random_circuit;0.8845;281
Cirq/docs/transform/routing_transformer.py;/dynamic/Cirq/QubitPermutationGate;Circuit Construction Utility;name;QubitPermutationGate;1.0000;181
Cirq/docs/transform/routing_transformer.py;/dynamic/Cirq/QuirkQubitPermutationGate;Circuit Construction Utility;name;QubitPermutationGate;0.9154;181
Cirq/examples/advanced/quantum_volume_errors.py;/qiskit/qiskit.circuit.library.quantum_volume.QuantumVolume;Circuit Construction Utility;name;calculate_quantum_volume;0.9025;55
Cirq/examples/advanced/quantum_volume_routing.py;/qiskit/qiskit.circuit.library.quantum_volume.QuantumVolume;Circuit Construction Utility;name;calculate_quantum_volume;0.9025;60
OpenFermion/docs/fqe/tutorials/fermi_hubbard.py;/qiskit/qiskit.circuit.library.generalized_gates.diagonal.Diagonal;Circuit Construction Utility;name;diagonal;1.0000;377
OpenFermion/docs/fqe/tutorials/fqe_vs_openfermion_quadratic_hamiltonians.py;/dynamic/OpenFermion/optimal_givens_decomposition;Basis Change;name;optimal_givens_decomposition;1.0000;222
OpenFermion/docs/tutorials/intro_to_openfermion.py;/pennylane/pennylane.templates.subroutines.qchem.basis_rotation.BasisRotation;Basis Change;name;rotate_basis;0.9363;522
OpenFermion/src/openfermion/resource_estimates/pbc/notebooks/resource_estimates.py;/dynamic/OpenFermion/generate_costing_table;Function Table;name;generate_costing_table;1.0000;150
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/catalyst/oracle;Oracle;name;oracle;1.0000;129
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/qiskit-optimization/oracle;Oracle;name;oracle;1.0000;129
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/qml/Oracle;Oracle;name;oracle;1.0000;129
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/qml/oracle;Oracle;name;oracle;1.0000;129
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/amazon-braket-algorithm-library/build_grover_circuit;Grover;name;grover_circuit;0.9155;177
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/amazon-braket-algorithm-library/controlled_grover_circuit;Grover;name;grover_circuit;0.8910;177
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/qml/grover_circuit;Grover;name;grover_circuit;1.0000;177
Perceval/docs/source/notebooks/2-mode_Grover_algorithm.py;/dynamic/torchquantum/construct_grover_circuit;Grover;name;grover_circuit;0.9261;177
Perceval/docs/source/notebooks/BS-based_implementation.py;/dynamic/merlin/GenericInterferometer;Domain Specific Application;name;GenericInterferometer;1.0000;58
Perceval/docs/source/notebooks/Boson_Bunching.py;/pennylane/pennylane.templates.subroutines.arbitrary_unitary.ArbitraryUnitary;Circuit Construction Utility;name;make_unitary;0.8813;125
Perceval/docs/source/notebooks/Computation_Tutorial.py;/dynamic/Perceval/compute_physical_logical_perf;Quantum Logical Operators;name;compute_physical_logical_perf;1.0000;255
Perceval/docs/source/notebooks/Density_matrix_Fock_space.py;/dynamic/qiskit-optimization/construct_circuit;Grover;name;build_circuit;0.9120;43
Perceval/docs/source/notebooks/Density_matrix_Fock_space.py;/dynamic/graphix/evolve;Quantum Logical Operators;name;evolve;1.0000;69
Perceval/docs/source/notebooks/Gedik_qudit.py;/dynamic/Qrisp/inv;Linear Combination of Unitaries;name;inv;1.0000;147
Perceval/docs/source/notebooks/Graph_States_Tutorial.py;/dynamic/qiskit-optimization/construct_circuit;Grover;name;build_circuit;0.9120;65
Perceval/docs/source/notebooks/Graph_States_Tutorial.py;/qiskit/qiskit.circuit.library.graph_state.GraphState;Creating Entanglement;name;graph_state;1.0000;174
Perceval/docs/source/notebooks/Graph_States_Tutorial.py;/dynamic/graphix/prepare_graph_state;Creating Entanglement;name;graph_state;0.9083;174
Perceval/docs/source/notebooks/Graph_States_Tutorial.py;/dynamic/qibo/graph_state;Creating Entanglement;name;graph_state;1.0000;174
Perceval/docs/source/notebooks/LOv_rewriting_rules.py;/dynamic/merlin/GenericInterferometer;Domain Specific Application;name;GenericInterferometer;1.0000;116
Perceval/docs/source/notebooks/QLOQ_QUBO_tutorial.py;/dynamic/qiskit-optimization/construct_circuit;Grover;name;build_circuit;0.9120;546
Perceval/docs/source/notebooks/QUBO.py;/dynamic/merlin/GenericInterferometer;Domain Specific Application;name;GenericInterferometer;1.0000;163
Perceval/docs/source/notebooks/Shor_Implementation.py;/dynamic/qiskit-optimization/construct_circuit;Grover;name;build_circuit;0.9120;84
Perceval/docs/source/notebooks/Shor_Implementation.py;/dynamic/graphix/evolve;Quantum Logical Operators;name;evolve;1.0000;168
Perceval/docs/source/notebooks/Tomography_walkthrough.py;/dynamic/qutip/process_fidelity;SWAP Test;name;process_fidelity;1.0000;64
Perceval/docs/source/notebooks/VQA_Tutorial.py;/qiskit_machine_learning/qiskit_machine_learning.gradients.QFI;Variational Quantum Algorithm (VQA);title;Simple Variational Quantum Algorithm In variational algorithms, the samples from a quantum circuit allow us to approximate an expectation value, which...;0.7782;0
Perceval/docs/source/notebooks/VQA_Tutorial.py;/dynamic/ReCirq/get_variational_energy;Variational Quantum Algorithm (VQA);title;Simple Variational Quantum Algorithm In variational algorithms, the samples from a quantum circuit allow us to approximate an expectation value, which...;0.7697;0
Perceval/docs/source/notebooks/VQA_Tutorial.py;/dynamic/Tangelo/VariationalCircuitAnsatz;Variational Quantum Algorithm (VQA);title;Simple Variational Quantum Algorithm In variational algorithms, the samples from a quantum circuit allow us to approximate an expectation value, which...;0.7696;0
